Youtuber,subscribers,video views,video count,category,started,username,Youtube Url,Audience Country,Avg. Likes,Avg. Comments,ID
Lahari Music | T-Series,14900000,10469251425,8169,Music,2011,laharimusic,http://youtube.com/channel/UCnSqxrSfo1sK4WZ7nBpYW1Q,India,301.0,8.0,UCnSqxrSfo1sK4WZ7nBpYW1Q
Kwebbelkop,14900000,6655475239,4951,Gaming,2008,kwebbelkop,http://youtube.com/channel/UCfLuMSIDmeWRYpuCQL0OJ6A,United States,2600.0,145.0,UCfLuMSIDmeWRYpuCQL0OJ6A
League of Legends,14800000,6604382784,1340,Gaming,2009,RiotGamesInc,http://youtube.com/channel/UC2t5bjwHdUX4vM2g8TRDq5g,United States,24600.0,1100.0,UC2t5bjwHdUX4vM2g8TRDq5g
Lachlan,14800000,5013387703,3646,Gaming,2013,Lachlan,http://youtube.com/channel/UCh7EqOZt7EvO2osuKbIlpGg,United States,27900.0,1100.0,UCh7EqOZt7EvO2osuKbIlpGg
MK MUSIC,14700000,7773089325,4624,Music,2010,mkmusicnews,http://youtube.com/channel/UCbVwJCxsVbmaP1PFmbGQDeQ,Brazil,1300.0,79.0,UCbVwJCxsVbmaP1PFmbGQDeQ
iTownGamePlay *Terror&Diversión*,14700000,4784433628,7674,Entertainment,2012,iTownGamePlay,http://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA,Mexico,11800.0,538.0,UCKmlxQVs0vHtaLldRIQ8lsA
Linus Tech Tips,14700000,6062569897,5864,Science & Technology,2008,LinusTechTips,http://youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw,United States,60800.0,3100.0,UCXuqSBlHAE6Xw-yeJA0Tunw
NMF News,14600000,6090840731,95987,News & Politics,2013,narendramodionline,http://youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw,India,325.0,34.0,UCvxi7_X1VSaMr_osIamYNaw
Daftar Populer,14600000,1859586741,2898,Education,2017,Daftar Populer,http://youtube.com/channel/UCQW2tTNJ40V2T6MqV1eMZ0w,Indonesia,2300.0,221.0,UCQW2tTNJ40V2T6MqV1eMZ0w
LEGENDA FUNK,14600000,1310544121,2250,Music,2013,LEGENDA FUNK,http://youtube.com/channel/UCgO5cJ4sL1um054gGYusjiA,Brazil,371.0,11.0,UCgO5cJ4sL1um054gGYusjiA
CollegeHumor,14500000,7331868655,3307,Comedy,2006,collegehumor,http://youtube.com/channel/UCPDXXXJj9nax0fr0Wfc048g,United States,35100.0,1100.0,UCPDXXXJj9nax0fr0Wfc048g
News18 India,14500000,5069817134,120858,News & Politics,2007,News18 India,http://youtube.com/channel/UCPP3etACgdUWvizcES1dJ8Q,India,82.0,5.0,UCPP3etACgdUWvizcES1dJ8Q
XpressTV,14500000,3644137000,630,Entertainment,2014,XpressTV,http://youtube.com/channel/UC0YFjwJc3b1otDerdv6CfWA,Mexico,50200.0,725.0,UC0YFjwJc3b1otDerdv6CfWA
Drawblogs,14500000,1694934569,362,Entertainment,2014,Drawblogs,http://youtube.com/channel/UCkuPobJMx7DPUdwlVo1TFfA,Mexico,3900.0,141.0,UCkuPobJMx7DPUdwlVo1TFfA
Team Films Bhojpuri,14400000,6164527861,20085,Music,2014,TeamFilmsBhojpuri,http://youtube.com/channel/UCB4SvelHl4qjFSNYfxhp-SQ,India,476.0,55.0,UCB4SvelHl4qjFSNYfxhp-SQ
Chad Wild Clay,14400000,6161605244,630,Comedy,2006,chadwildclay,http://youtube.com/channel/UCwaNuezahYT3BOjfXsne2mg,United States,40700.0,6300.0,UCwaNuezahYT3BOjfXsne2mg
Martin Garrix,14400000,5558117744,305,Music,2011,MartinGarrix,http://youtube.com/channel/UC5H_KXkPbEsGs0tFt8R35mA,United States,1800.0,97.0,UC5H_KXkPbEsGs0tFt8R35mA
Cyprien,14400000,3005899595,205,Comedy,2007,MonsieurDream,http://youtube.com/channel/UCyWqModMQlbIo8274Wh_ZsQ,France,215000.0,11200.0,UCyWqModMQlbIo8274Wh_ZsQ
Дима Масленников,14400000,2013234398,401,Entertainment,2014,pognalishow,http://youtube.com/channel/UCwipTluVS2mjuhPtx2WU7eQ,Russia,402000.0,13100.0,UCwipTluVS2mjuhPtx2WU7eQ
Genierock,14300000,13310308313,1540,Music,2008,Genierock,http://youtube.com/channel/UCs2t9DlvAuyTBkvk2djGZKw,Thailand,918.0,57.0,UCs2t9DlvAuyTBkvk2djGZKw
Trap City,14200000,4885163357,2554,Music,2012,OfficialTrapCity,http://youtube.com/channel/UC65afEgL62PGFWXY7n6CUbA,United States,1700.0,72.0,UC65afEgL62PGFWXY7n6CUbA
Camila Loures,14200000,4189052804,3429,Music,2014,camilaloures,http://youtube.com/channel/UCvuJTWl_peL49CUfF2EAbyg,Brazil,24800.0,417.0,UCvuJTWl_peL49CUfF2EAbyg
ABS-CBN News,14100000,9438904191,174684,News & Politics,2009,TheABSCBNNews,http://youtube.com/channel/UCE2606prvXQc_noEqKxVJXA,Philippines,44.0,4.0,UCE2606prvXQc_noEqKxVJXA
CNN,14100000,12083277333,155569,News & Politics,2005,CNN,http://youtube.com/channel/UCupvZG-5ko_eiXAupbDfxWw,United States,3300.0,3300.0,UCupvZG-5ko_eiXAupbDfxWw
Zee Music Classic,14100000,5021164640,964,Music,2014,zeefilmimusic,http://youtube.com/channel/UCLWCv3y3FK1pqEbe_yzilsw,India,599.0,23.0,UCLWCv3y3FK1pqEbe_yzilsw
Daily Dose Of Internet,14100000,4265711762,396,Entertainment,2015,Daily Dose Of Internet,http://youtube.com/channel/UCdC0An4ZPNr_YiFiYoVbwaw,United States,273800.0,8900.0,UCdC0An4ZPNr_YiFiYoVbwaw
Invento na Hora,14100000,3851507257,1189,Film & Animation,2014,inventonahoratv,http://youtube.com/channel/UCR3vcUrhFUdzagng58ueI2w,Brazil,134300.0,1900.0,UCR3vcUrhFUdzagng58ueI2w
#Refugio Mental,14100000,3410001605,688,Entertainment,2013,#Refugio Mental,http://youtube.com/channel/UCgQRN9EO5ksPZjs7EasIftQ,Argentina,5700.0,83.0,UCgQRN9EO5ksPZjs7EasIftQ
Aphmau,14000000,13364784369,3996,Gaming,2012,ChallengeAcceptedInc,http://youtube.com/channel/UCzYfz8uibvnB7Yc1LjePi4g,United States,76900.0,4400.0,UCzYfz8uibvnB7Yc1LjePi4g
AM3NlC,14000000,4816638383,5446,Gaming,2012,AM3NlC,http://youtube.com/channel/UCrGnb5RdHA9M6WGmBGYo4ZQ,Brazil,24600.0,362.0,UCrGnb5RdHA9M6WGmBGYo4ZQ
EdisonPts,13900000,5606959168,3490,Gaming,2013,EdisonPts,http://youtube.com/channel/UCrpt82vHWIWZSHtNQxncPrg,Russia,130400.0,6400.0,UCrpt82vHWIWZSHtNQxncPrg
Kuplinov ► Play,13900000,5778034318,6400,Gaming,2012,Kuplinov ► Play,http://youtube.com/channel/UCdKuE7a2QZeHPhDntXVZ91w,Russia,147500.0,3700.0,UCdKuE7a2QZeHPhDntXVZ91w
Mis Pastelitos,13900000,2382268150,534,Howto & Style,2014,mispastelitosyoutub,http://youtube.com/channel/UCkjjH0hsvaeRIuwGlM9oSvg,Mexico,35000.0,2000.0,UCkjjH0hsvaeRIuwGlM9oSvg
NikkieTutorials,13900000,1562768226,852,Howto & Style,2008,NikkieTutorials,http://youtube.com/channel/UCzTKskwIc_-a0cGvCXA848Q,United States,23000.0,1100.0,UCzTKskwIc_-a0cGvCXA848Q
Rosanna Pansino,13800000,4057054946,1007,Howto & Style,2010,RosannaPansino,http://youtube.com/channel/UCjwmbv6NE4mOh8Z8VhPUx1Q,United States,28900.0,447.0,UCjwmbv6NE4mOh8Z8VhPUx1Q
MAIKI021,13700000,1893820151,2919,Entertainment,2008,MAIKI021,http://youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA,Brazil,3300.0,96.0,UCXhDFaOPG2zhiYm9eXuMKkA
Wengie,13700000,1882235841,373,Howto & Style,2010,WWWengie,http://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g,United States,3800.0,107.0,UCD9PZYV5heAevh9vrsYmt1g
Lyna,13600000,5801199256,4452,Gaming,2014,SrtaLynaV,http://youtube.com/channel/UC-cnbLlplnXA4oc7rR21qzg,Mexico,28600.0,2100.0,UC-cnbLlplnXA4oc7rR21qzg
TazerCraft,13600000,5325454303,3977,Gaming,2011,TazerCraft,http://youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ,Brazil,33300.0,710.0,UCjBO43ykxlSs3j7F7EXcBUQ
ABC News,13400000,11589784991,71206,News & Politics,2006,ABCNews,http://youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q,United States,86.0,79.0,UCBi2mrWuNuyYy4gbM6fU18Q
AzzyLand,13400000,6045422126,1620,Gaming,2015,AzzyLand,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw,United States,7500.0,611.0,UCzeB_0FNcPIyUSjL_TL5lEw
Wish 107.5,13300000,5259245361,1552,Music,2014,Wish 107.5,http://youtube.com/channel/UCdfq8-581QVUtVsa8ChVnDQ,Philippines,3300.0,231.0,UCdfq8-581QVUtVsa8ChVnDQ
H2ODelirious,13300000,4229571870,3027,Gaming,2007,H2ODelirious,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw,United States,8300.0,251.0,UCClNRixXlagwAd--5MwJKCw
Anaysa,13200000,3173575287,490,Howto & Style,2012,iloveindianmakeup,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ,India,21400.0,1000.0,UCuN4A3GCUq5-0wJDSiJoxRQ
theRadBrad,13100000,5791129136,7672,Gaming,2006,theRadBrad,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA,United States,10400.0,565.0,UCpqXJOEqGS-TCnazcHCo0rA
SRK MUSIC,13100000,5680652976,4895,Music,2012,SRKASSAMESE,http://youtube.com/channel/UCAH1Aw-mXgcB3t8uaqW4yTA,India,1800.0,83.0,UCAH1Aw-mXgcB3t8uaqW4yTA
Поззи,13000000,6244275339,3000,People & Blogs,2012,PozzitifonShow,http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg,Russia,34500.0,1900.0,UCuZeiI5pdpgqDojXZujoYgg
DALLMYD,13000000,1738311790,616,Sports,2011,DALLMYD,http://youtube.com/channel/UCI4fHQkguBNW3SwTqmehzjw,United States,17100.0,983.0,UCI4fHQkguBNW3SwTqmehzjw
Coke Studio,12900000,3274234309,529,Music,2014,Coke Studio,http://youtube.com/channel/UCM1VesJtJ9vTXcMLLr_FfdQ,Pakistan,6400.0,289.0,UCM1VesJtJ9vTXcMLLr_FfdQ
twenty one pilots,12900000,4621224472,173,Music,2009,twentyonepilots,http://youtube.com/channel/UCBQZwaNPFfJ1gZ1fLZpAEGw,United States,2300.0,65.0,UCBQZwaNPFfJ1gZ1fLZpAEGw
How Ridiculous,12900000,5543670656,390,Sports,2009,whoisjimmy,http://youtube.com/channel/UC5f5IV0Bf79YLp_p9nfInRA,United States,84700.0,2900.0,UC5f5IV0Bf79YLp_p9nfInRA
Matt Steffanina,12900000,2970575636,486,Entertainment,2011,MattSDance,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ,United States,8300.0,93.0,UCczFdwWpVEpoqb-eMm4c4dQ
ATHLEAN-X™,12900000,2162786560,1296,Howto & Style,2006,JDCav24,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A,United States,15300.0,760.0,UCe0TLA0EsQbE-MjuHXevj2A
RedeTV,12800000,8366717082,36800,Entertainment,2011,RedeTVhdBrasil,http://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w,Brazil,93.0,3.0,UCd7VVhgnd2eCv9JEghvR_1w
Typical Gamer,12800000,3948852379,3931,Gaming,2008,typicalgamer,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg,United States,12400.0,355.0,UC2wKfjlioOCLP4xQMOWNcgg
BBC News,12800000,3841146030,16397,News & Politics,2006,bbcnews,http://youtube.com/channel/UC16niRr50-MSBwiO3YDb3RA,United Kingdom,1600.0,1100.0,UC16niRr50-MSBwiO3YDb3RA
PowerfulJRE,12800000,2266640311,765,People & Blogs,2013,PowerfulJRE,http://youtube.com/channel/UCzQUP1qoWDoEbmsQxvdjxgQ,United States,16500.0,2300.0,UCzQUP1qoWDoEbmsQxvdjxgQ
Jazzghost,12700000,4639145138,5111,Gaming,2012,jazzghost1,http://youtube.com/channel/UCIXguhHCl8eDTkXpEuiGPUA,Brazil,63200.0,2000.0,UCIXguhHCl8eDTkXpEuiGPUA
Ei Nerd,12700000,3207538507,5219,Entertainment,2013,einerdtv,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA,Brazil,42700.0,1600.0,UCt_4wzTQqmcUvemNkeO0plA
Lady Diana,12600000,7265803610,1273,Entertainment,2016,Lady Diana,http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ,Russia,69300.0,2500.0,UCCB4-saKfwGbUFO2-rRdUqQ
T-Series Regional,12600000,5169203026,15573,Entertainment,2011,tseriesregional,http://youtube.com/channel/UCy2fvV-mH_4AcIgqnLg9uDw,India,96.0,9.0,UCy2fvV-mH_4AcIgqnLg9uDw
Crescendo com Luluca,12600000,4241651530,1107,Entertainment,2015,Crescendo com Luluca,http://youtube.com/channel/UCnrGkE2AmBAv6Vxj6kjf1jg,Brazil,50500.0,4300.0,UCnrGkE2AmBAv6Vxj6kjf1jg
Lokdhun Punjabi,12500000,4372757487,1399,Music,2010,htpunjabi,http://youtube.com/channel/UCHcDpS0TXITVs0ZrBSIsEsA,India,34300.0,10900.0,UCHcDpS0TXITVs0ZrBSIsEsA
Rebecca Zamolo,12500000,4747533461,856,Comedy,2011,rebeccazamolo1,http://youtube.com/channel/UCfw8x3VR-ElcaWW2Tg_jgSA,United States,70800.0,5900.0,UCfw8x3VR-ElcaWW2Tg_jgSA
Juliana Baltar,12500000,3211108711,1431,Entertainment,2010,Juliana Baltar,http://youtube.com/channel/UCqDauP_ke8Lwt8Hg3Xv-8Iw,Brazil,11500.0,288.0,UCqDauP_ke8Lwt8Hg3Xv-8Iw
KOMPASTV,12400000,9025460804,225232,News & Politics,2013,KompasTVNews,http://youtube.com/channel/UC5BMIWZe9isJXLZZWPWvBlg,Indonesia,48.0,13.0,UC5BMIWZe9isJXLZZWPWvBlg
Adexe & Nau,12400000,4440271314,529,Music,2013,AdexeOficial,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ,Mexico,6200.0,602.0,UCKR6KdJmTdhLVQJnoJu9tRQ
Talking Angela,12400000,3284897861,204,Entertainment,2014,TalkingAngelaCat,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw,United States,2800.0,138.0,UCPcynnZcILjm0e2aaaTuCjw
Piuzinho,12400000,1022959848,463,Gaming,2015,Piuzinho,http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw,Brazil,63000.0,1200.0,UCIvBHgnnLSVr9enuPvBuwyw
Troom Troom PT,12300000,4219567300,2430,Howto & Style,2015,Troom Troom PT,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA,Brazil,2700.0,26.0,UCgCQlMYN2XypwYC2wcR32bA
Gibby :),12300000,2761291454,203,People & Blogs,2014,Gibby :),http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA,Mexico,12200.0,1200.0,UCY62oxtmOKk5-JLJOXBMWnA
Blockbuster Movies,12300000,2286659867,344,Entertainment,2016,Blockbuster Movies,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw,India,1400.0,27.0,UCW3VI9s3Dw8o1ekgjI3FCzw
The Dodo,12200000,7908428418,6993,Pets & Animals,2014,TheDodoSite,http://youtube.com/channel/UCINb0wqPz-A0dV9nARjJlOQ,United States,21000.0,819.0,UCINb0wqPz-A0dV9nARjJlOQ
Think Music India,12200000,8959285840,3931,Music,2009,thinkmusicindia,http://youtube.com/channel/UCLbdVvreihwZRL6kwuEUYsA,India,1300.0,16.0,UCLbdVvreihwZRL6kwuEUYsA
GMA News,12100000,10471677314,329711,News & Politics,2007,gmanews,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw,Philippines,94.0,14.0,UCqYw-CTd1dU2yGI71sEyqNw
Jass Records,12100000,5294095545,4241,Music,2014,officialjassrecords,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g,India,2000.0,22.0,UC9Gjog4enoDWRWTaYuamx1g
DeGoBooM,12100000,4732355492,3062,Gaming,2014,DeGoBooM,http://youtube.com/channel/UCj9rK3jt8qmih4mZX0UL67g,Mexico,24700.0,261.0,UCj9rK3jt8qmih4mZX0UL67g
NDTV,12000000,4510236068,126906,Entertainment,2006,ndtv,http://youtube.com/channel/UCZFMm1mMw0F81Z37aaEzTUA,India,80.0,25.0,UCZFMm1mMw0F81Z37aaEzTUA
NORMAN FAIT DES VIDÉOS,12000000,2681755121,205,Comedy,2011,NormanFaitDesVideos,http://youtube.com/channel/UCww2zZWg4Cf5xcRKG-ThmXQ,France,35900.0,307.0,UCww2zZWg4Cf5xcRKG-ThmXQ
The Infographics Show,11900000,4349105305,3445,Education,2011,TheInfographicsShow,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA,United States,7700.0,603.0,UCfdNM3NAhaBOXCafH7krzrA
Vogue,11900000,3533048715,2756,Entertainment,2008,Americanvogue,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA,United States,6700.0,274.0,UCRXiA3h1no_PFkb1JCP0yMA
Sonotek Bhakti,11900000,3661572976,7428,Entertainment,2010,htbhakti,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA,India,210.0,40.0,UC3oQ1986eLZ4MhyPBiu54PA
BanderitaX,11900000,3347502658,1474,Gaming,2013,BanderitaX,http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ,Saudi Arabia,181800.0,6000.0,UCxEGVXh6fi-XYo58NZrbIHQ
Planet Earth INDIA,11900000,1722795279,630,People & Blogs,2011,Planet Earth INDIA,http://youtube.com/channel/UCMZ1mhXvZEhAEwVtAMmvioA,India,1800.0,114.0,UCMZ1mhXvZEhAEwVtAMmvioA
DANIEL EL TRAVIESO VIDEOS,11800000,4755190859,324,Comedy,2014,DANIEL EL TRAVIESO VIDEOS,http://youtube.com/channel/UCgSk89VX4QiKZsjS25FCBsQ,Colombia,94800.0,2700.0,UCgSk89VX4QiKZsjS25FCBsQ
MORGENSHTERN,11800000,2085751416,131,Music,2013,MORGENSHTERN,http://youtube.com/channel/UCWnqnojAgMdN0fQpr_xByJw,Russia,109200.0,7700.0,UCWnqnojAgMdN0fQpr_xByJw
Tfue,11800000,1461546183,741,Gaming,2014,TTfue,http://youtube.com/channel/UC9lSZSYpDDE18hoFA7YlBpw,United States,7100.0,376.0,UC9lSZSYpDDE18hoFA7YlBpw
TsMadaan,11800000,1329092064,1687,Howto & Style,2008,TsMadaan,http://youtube.com/channel/UCKjJXmZxk1SiTUQUB28KHpw,India,1300.0,12.0,UCKjJXmZxk1SiTUQUB28KHpw
Natti Natasha,11700000,7264301648,130,Music,2015,Natti Natasha,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA,United States,93800.0,236.0,UCu59H8LNti6mwvcGRMge5PA
Luan Santana,11700000,4908116204,371,Music,2009,luansantanaoficial,http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA,Brazil,83400.0,3800.0,UC6rwiIxv0w2fbmmr66wl1rA
emma chamberlain,11700000,1531833342,283,Entertainment,2016,emma chamberlain,http://youtube.com/channel/UC78cxCAcp7JfQPgKxYdyGrg,United States,492600.0,31700.0,UC78cxCAcp7JfQPgKxYdyGrg
Луномосик,11600000,5052785110,460,People & Blogs,2015,Луномосик,http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw,Russia,68800.0,2900.0,UCdKEBeInDzinQ6MG2HkF7Gw
First We Feast,11600000,2485814338,819,Howto & Style,2014,FirstWeFeast,http://youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA,United States,6700.0,477.0,UCPD_bxCRGpmmeQcbe2kpPaA
YoungBoy Never Broke Again,11500000,11015842469,475,Entertainment,2015,YoungBoy Never Broke Again,http://youtube.com/channel/UClW4jraMKz6Qj69lJf-tODA,United States,273300.0,20400.0,UClW4jraMKz6Qj69lJf-tODA
Wassabi,11500000,4592238139,1119,Entertainment,2006,hoiitsroi,http://youtube.com/channel/UCNdqe5zJ6k-i7XKoYWA4Z2g,United States,3800.0,373.0,UCNdqe5zJ6k-i7XKoYWA4Z2g
Wild 'N Out,11500000,4418589089,1267,Entertainment,2006,MTV2,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ,United States,6700.0,205.0,UCrkzfc2yf-7q6pd7EtzgNaQ
LipaoGamer,11500000,3837227706,10901,Gaming,2011,FelipeViktor,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw,Brazil,8900.0,146.0,UCHuZmQ0lSW8TG81dVZZh5rw
Annoying Orange,11400000,7893769128,1861,Shows,2010,realannoyingorange,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA,United States,8800.0,527.0,UCi-5OZ2tYuwMLIcEyOsbdRA
Vy Qwaint,11400000,5409544753,528,Howto & Style,2014,VyQwaint,http://youtube.com/channel/UCmRY4NSGK52lP_Lz11CjdYw,United States,38200.0,4600.0,UCmRY4NSGK52lP_Lz11CjdYw
ExpCaseros,11400000,2515501575,1023,Howto & Style,2012,ExpCaseros,http://youtube.com/channel/UCoTyVfIkM-hjz4JauDoVvog,Spain,2200.0,153.0,UCoTyVfIkM-hjz4JauDoVvog
elcarteldesantatv,11300000,6261374873,313,Music,2008,elcarteldesantatv,http://youtube.com/channel/UCunw-c0EKIX5LpPo8GpA2Aw,Mexico,7100.0,342.0,UCunw-c0EKIX5LpPo8GpA2Aw
UnspeakableGaming,11300000,4826278522,2444,Gaming,2012,UnspeakableGaming,http://youtube.com/channel/UCKYb5XBe-5OSEgLijLSoDtw,United States,11300.0,874.0,UCKYb5XBe-5OSEgLijLSoDtw
Single Track Studio,11300000,4462580470,1719,Entertainment,2010,hawkrecord,http://youtube.com/channel/UCOo61v1PPAjoN2exxYAzdAw,India,44100.0,1800.0,UCOo61v1PPAjoN2exxYAzdAw
Tiana,11300000,3176486598,997,Entertainment,2015,Tiana,http://youtube.com/channel/UC6sSkkemzPjmrzS0Y0V_2zw,United Kingdom,5300.0,476.0,UC7_yh9PEDpaqp34QtGO-_Yw
The Viral Fever,11200000,1656301737,433,Entertainment,2011,TheViralFeverVideos,http://youtube.com/channel/UCNJcSUSzUeFm8W9P7UUlSeQ,India,56600.0,1300.0,UCNJcSUSzUeFm8W9P7UUlSeQ
Cut,11200000,4846700433,1738,Entertainment,2014,watchcut,http://youtube.com/channel/UCbaGn5VkOVlcRgIWAHcrJKA,United States,14600.0,569.0,UCbaGn5VkOVlcRgIWAHcrJKA
Comedy Central,11100000,6297139999,5841,Comedy,2006,comedycentral,http://youtube.com/channel/UCUsN5ZwHx2kILm84-jPDeXw,United States,799.0,45.0,UCUsN5ZwHx2kILm84-jPDeXw
BakLol Video,11100000,3250851179,257,Entertainment,2016,BakLol Video,http://youtube.com/channel/UCQfE97UMDGgKCFb7iGM8Btg,India,18200.0,1300.0,UCQfE97UMDGgKCFb7iGM8Btg
Genius,11100000,2891052624,2797,Music,2011,RapGeniusVideo,http://youtube.com/channel/UCyFZMEnm1il5Wv3a6tPscbA,United States,1100.0,140.0,UCyFZMEnm1il5Wv3a6tPscbA
Mo Vlogs,11100000,2933099311,1906,People & Blogs,2013,Mo Vlogs,http://youtube.com/channel/UC_hoQDD6zKcIqpIYLsFbBeA,India,16600.0,1000.0,UC_hoQDD6zKcIqpIYLsFbBeA
The Film Theorists,11100000,2242892562,355,Film & Animation,2014,FilmTheorists,http://youtube.com/channel/UC3sznuotAs2ohg_U__Jzj_Q,United States,124100.0,6500.0,UC3sznuotAs2ohg_U__Jzj_Q
Inside Edition,11000000,19367966533,27156,News & Politics,2012,cbstvdinsideedition,http://youtube.com/channel/UC9k-yiEpRHMNVOnOi_aQK8w,United States,6000.0,718.0,UC9k-yiEpRHMNVOnOi_aQK8w
Flamingo,11000000,8874980800,2196,Gaming,2017,Flamingo,http://youtube.com/channel/UCm-X6o81nRsXQTmqpyArkBQ,United States,68700.0,7500.0,UCm-X6o81nRsXQTmqpyArkBQ
ExplosmEntertainment,11000000,3685664468,1048,Comedy,2009,ExplosmEntertainment,http://youtube.com/channel/UCWXCrItCF6ZgXrdozUS-Idw,United States,16500.0,295.0,UCWXCrItCF6ZgXrdozUS-Idw
Brancoala,10900000,7934725886,1685,Entertainment,2008,brancoala,http://youtube.com/channel/UC0otZdGYsA9KqVKAcn2peQA,Brazil,13500.0,353.0,UC0otZdGYsA9KqVKAcn2peQA
JP Plays,10900000,4609300218,3528,Gaming,2014,jpgameplayfull,http://youtube.com/channel/UCYSrT9w_V_5wpEahYXTeXUw,Brazil,11700.0,170.0,UCYSrT9w_V_5wpEahYXTeXUw
Games EduUu,10900000,3093784767,1006,Gaming,2011,GamesEduUu,http://youtube.com/channel/UCYzp8-P162Em-3uZnCuGJOg,Brazil,206900.0,5800.0,UCYzp8-P162Em-3uZnCuGJOg
Hueva,10900000,3040301750,831,Gaming,2012,XHuevaX,http://youtube.com/channel/UCe7VVljK2G15Bdxfr-xQoMw,Mexico,14900.0,594.0,UCe7VVljK2G15Bdxfr-xQoMw
Dobre Brothers,10900000,2808411693,590,People & Blogs,2017,Dobre Brothers,http://youtube.com/channel/UCC3OGYxHwV8pB5yLobw9KdA,United States,18500.0,409.0,UCC3OGYxHwV8pB5yLobw9KdA
