username,Youtube Url,Name,Category,Audience Country,Subscribers,Avg. Views,Avg. Likes,Avg. Comments
ГЛЕНТ,http://youtube.com/channel/UCBYvr4SqfGQd5fTmOXVQ4Zw,ГЛЕНТ,Video games,Russia,12700000,2900000,209700.0,6600.0
Health Time,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw,Health Time,Daily vlogs,India,12700000,2500,97.0,
Coke Studio,http://youtube.com/channel/UCM1VesJtJ9vTXcMLLr_FfdQ,Coke Studio,Music & DanceMovies,Pakistan,12500000,456100,6400.0,289.0
jazzghost1,http://youtube.com/channel/UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,AnimationVideo games,Brazil,12500000,1000000,63200.0,2000.0
htpunjabi,http://youtube.com/channel/UCHcDpS0TXITVs0ZrBSIsEsA,Lokdhun Punjabi,Music & Dance,India,12500000,2100000,34300.0,10900.0
Lady Diana,http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ,Lady Diana,Music & Dance,Russia,12500000,1900000,69300.0,2500.0
tseriesregional,http://youtube.com/channel/UCy2fvV-mH_4AcIgqnLg9uDw,T-Series Regional,Music & Dance,India,12500000,4200,96.0,9.0
hamaarbhojpuri,http://youtube.com/channel/UCpN-WGQgGsOrXm7nHXDdTDA,T-Series Hamaar Bhojpuri,Music & Dance,India,12500000,22400,592.0,33.0
Crescendo com Luluca,http://youtube.com/channel/UCnrGkE2AmBAv6Vxj6kjf1jg,Crescendo com Luluca,Toys,Brazil,12500000,1100000,50500.0,4300.0
Dear Sir,http://youtube.com/channel/UC9dyrsYEmD4iGJ8Oz1G5dpw,Dear Sir,Education,India,12500000,119300,8900.0,1200.0
BBC,http://youtube.com/channel/UCCj956IF62FbT7Gouszaj9w,BBC,Movies,United Kingdom,12500000,17300,367.0,26.0
gymvirtual,http://youtube.com/channel/UCfwP2H1CDJvssk6g2pm8EgA,gymvirtual,Music & Dance,Mexico,12500000,84200,3600.0,72.0
Knowledge Tv हिन्दी,http://youtube.com/channel/UC-iSP6GoVwofKXs6Ei0PdlA,Knowledge Tv हिन्दी,Education,India,12500000,47200,2400.0,111.0
awakeningrecords,http://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA,Awakening Music,Music & Dance,Indonesia,12500000,19000,1200.0,92.0
AdexeOficial,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ,Adexe & Nau,Music & Dance,Mexico,12500000,78900,6200.0,602.0
Piuzinho,http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw,Piuzinho,AnimationHumor,Brazil,12500000,441400,63000.0,1200.0
MSA previously My Story Animated,http://youtube.com/channel/UCYzEMRKqrh01-tauv7MYyVQ,MSA previously My Story Animated,AnimationHumor,United States,12500000,7700000,187700.0,6500.0
React,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg,People Vs Food,Food & Drinks,United States,12500000,537900,20600.0,1300.0
RayWilliamJohnson,http://youtube.com/channel/UCGt7X90Au6BV8rf49BiM6Dg,Ray William Johnson,AnimationHumor,United States,12500000,2800000,265900.0,1700.0
rebeccazamolo1,http://youtube.com/channel/UCfw8x3VR-ElcaWW2Tg_jgSA,Rebecca Zamolo,Video gamesHumor,United States,12500000,4099999,70800.0,5900.0
Brawl Stars,http://youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,Animation,United States,12500000,6500000,324000.0,17400.0
Juliana Baltar,http://youtube.com/channel/UCqDauP_ke8Lwt8Hg3Xv-8Iw,Juliana Baltar,MoviesHumor,Brazil,12500000,173000,11500.0,288.0
TalkingAngelaCat,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw,Talking Angela,Music & Dance,United States,12500000,122600,2800.0,138.0
StudyIQ IAS,http://youtube.com/channel/UCrC8mOqJQpoB7NuIMKIS6rQ,StudyIQ IAS,Education,India,12300000,9400,517.0,10.0
karameeshchannel,http://youtube.com/channel/UCZ7V5FSAdPkRjPf64pPx9-Q,karameeshchannel,Music & Dance,Jordan,12300000,206600,2100.0,
Troom Troom PT,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA,Troom Troom PT,Toys,Brazil,12300000,123700,2700.0,26.0
Meghan Trainor,http://youtube.com/channel/UCkXgEcpoTE4tHsebYBouWpA,Meghan Trainor,Music & Dance,United States,12300000,19100,842.0,60.0
elliegoulding,http://youtube.com/channel/UCt-am4x4ZyeohfgM85qFgdQ,elliegoulding,Music & Dance,United States,12300000,9900,801.0,133.0
Gibby :),http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA,Gibby :),Movies,Mexico,12300000,288400,12200.0,1200.0
1veritasium,http://youtube.com/channel/UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,Science & Technology,United States,12300000,3300000,175700.0,17700.0
Bela Bagunça,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw,Bela Bagunça,MoviesAnimation,Brazil,12300000,0,,
Blockbuster Movies,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw,Blockbuster Movies,Daily vlogs,India,12100000,163800,1400.0,27.0
KompasTVNews,http://youtube.com/channel/UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,News & Politics,Indonesia,12100000,6200,48.0,13.0
thinkmusicindia,http://youtube.com/channel/UCLbdVvreihwZRL6kwuEUYsA,Think Music India,Music & Dance,India,12100000,28600,1300.0,16.0
Sony Music South,http://youtube.com/channel/UCn4rEMqKtwBQ6-oEwbd4PcA,Sony Music South,MoviesAnimation,India,12100000,510100,9300.0,374.0
FIFATV,http://youtube.com/channel/UCpcTrCXblq78GZrTUTLWeBw,FIFA,Sports,United States,12100000,46300,1900.0,62.0
whoisjimmy,http://youtube.com/channel/UC5f5IV0Bf79YLp_p9nfInRA,How Ridiculous,Video games,United States,12100000,3100000,84700.0,2900.0
TheDodoSite,http://youtube.com/channel/UCINb0wqPz-A0dV9nARjJlOQ,The Dodo,Animals & Pets,United States,12100000,446400,21000.0,819.0
NormanFaitDesVideos,http://youtube.com/channel/UCww2zZWg4Cf5xcRKG-ThmXQ,NORMAN FAIT DES VIDÉOS,MoviesAnimation,France,12100000,500800,35900.0,307.0
TheDaniRep,http://youtube.com/channel/UCHIwQiZhIn6fm5b_IilqBbQ,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,AnimationVideo games,Mexico,12100000,134200,8700.0,159.0
officialjassrecords,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g,Jass Records,Music & Dance,India,12100000,33800,2000.0,22.0
officialfuturevideos,http://youtube.com/channel/UCSDvKdIQOwTfcyOimSi9oYA,Future,Music & Dance,United States,12100000,4300000,115500.0,6300.0
ndtv,http://youtube.com/channel/UCZFMm1mMw0F81Z37aaEzTUA,NDTV,News & Politics,India,11900000,5600,80.0,25.0
Planet Earth INDIA,http://youtube.com/channel/UCMZ1mhXvZEhAEwVtAMmvioA,Planet Earth INDIA,Daily vlogs,India,11900000,35500,1800.0,114.0
DeGoBooM,http://youtube.com/channel/UCj9rK3jt8qmih4mZX0UL67g,DeGoBooM,MoviesAnimation,Mexico,11900000,581200,24700.0,261.0
gmanews,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw,GMA News,News & Politics,Philippines,11900000,7800,94.0,14.0
YairAuriazul,http://youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ,Yair17,MoviesAnimation,Mexico,11900000,474800,68300.0,1400.0
colinfurze,http://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw,colinfurze,Video games,United States,11900000,1700000,104300.0,9400.0
TheInfographicsShow,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA,The Infographics Show,Education,United States,11900000,305200,7700.0,603.0
Trakin Tech,http://youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,News & Politics,India,11900000,348600,22800.0,792.0
Troom Troom Indonesia,http://youtube.com/channel/UCtGmhXT_NSTK5j_r9a9xdYA,Troom Troom Indonesia,Music & DanceMovies,Indonesia,11900000,150200,1300.0,64.0
Panda,http://youtube.com/channel/UCj0sKQk9qjiIfNH22ZBWpxw,Panda,AnimationToys,India,11900000,572200,67300.0,1000.0
BanderitaX,http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ,BanderitaX,AnimationVideo games,Saudi Arabia,11900000,2200000,181800.0,6000.0
Americanvogue,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA,Vogue,Fashion,United States,11900000,185800,6700.0,274.0
jordanmatter,http://youtube.com/channel/UCKaCalz5N5ienIbfPzEbYuA,Jordan Matter,Music & DanceHumor,United States,11900000,11500000,180600.0,23600.0
TTfue,http://youtube.com/channel/UC9lSZSYpDDE18hoFA7YlBpw,Tfue,AnimationVideo games,United States,11900000,169800,7100.0,376.0
RaptorGamer,http://youtube.com/channel/UCS4OZlj8753fezBtH62TRDg,RaptorGamer,AnimationVideo games,Mexico,11900000,868300,39700.0,865.0
htbhakti,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA,Sonotek Bhakti,Music & Dance,India,11900000,28500,210.0,40.0
AvrilLavigne,http://youtube.com/channel/UC_k8KFBzEf0uQ8LRFSAgSUA,Avril Lavigne,Music & Dance,United States,11800000,177000,14200.0,805.0
NichLmao,http://youtube.com/channel/UC6VAIqNQBc7ggiqvsOHOBqw,NichLmao,Daily vlogs,United States,11800000,4900000,353700.0,2600.0
TastyCompot,http://youtube.com/channel/UC0cWWruNMb95iCBEOzPnjRA,Compot,Video games,Russia,11800000,1200000,56900.0,2200.0
geonews,http://youtube.com/channel/UC_vt34wimdCzdkrzVejwX9g,Geo News,News & Politics,Pakistan,11700000,3800,53.0,6.0
TsMadaan,http://youtube.com/channel/UCKjJXmZxk1SiTUQUB28KHpw,TsMadaan,Education,India,11700000,15200,1300.0,12.0
CNCO,http://youtube.com/channel/UCqtHOqxV71OQ-fmLdI8rBYw,CNCO,Music & Dance,Mexico,11700000,22200,5600.0,243.0
Yudist Ardhana,http://youtube.com/channel/UCvc00uetYIML9D-7BBrEXLA,Yudist Ardhana,Movies,Indonesia,11700000,341800,11500.0,361.0
MORGENSHTERN,http://youtube.com/channel/UCWnqnojAgMdN0fQpr_xByJw,MORGENSHTERN,Music & DanceMovies,Russia,11700000,1500000,109200.0,7700.0
TommyInnit,http://youtube.com/channel/UC5p_l5ZeB_wGjO_yDXwiqvw,TommyInnit,AnimationVideo games,United States,11700000,2400000,184700.0,11300.0
Nat and Essie,http://youtube.com/channel/UCzIdYMdAtTsWucGCZyZvN6w,Nat and Essie,Toys,United States,11700000,25600,259.0,
DANIEL EL TRAVIESO VIDEOS,http://youtube.com/channel/UCgSk89VX4QiKZsjS25FCBsQ,DANIEL EL TRAVIESO VIDEOS,AnimationHumor,Colombia,11700000,4000000,94800.0,2700.0
luansantanaoficial,http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA,Luan Santana,Music & Dance,Brazil,11700000,9800000,83400.0,3800.0
Natti Natasha,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA,Natti Natasha,Music & Dance,United States,11700000,332200,93800.0,236.0
Narendra Modi,http://youtube.com/channel/UC1NF71EwP41VdjAU1iXdLkw,Narendra Modi,Science & TechnologyNews & Politics,India,11700000,37300,1500.0,102.0
MrTimbaVk,http://youtube.com/channel/UCp7wTrsCU7eICb5z69D3rwA,Timba Vk,AnimationVideo games,Mexico,11700000,689300,33500.0,852.0
emma chamberlain,http://youtube.com/channel/UC78cxCAcp7JfQPgKxYdyGrg,emma chamberlain,Food & Drinks,United States,11600000,5300000,492600.0,31700.0
elrubius,http://youtube.com/channel/UCcjIvuxmWlS5IEQ0JdPV4Ng,Rubius Z,MoviesAnimation,Argentina,11500000,1600000,119400.0,1200.0
Halsey,http://youtube.com/channel/UCOCgB3xd-B-1qAm-hR9OLrA,Halsey,News & Politics,United States,11500000,36000,4400.0,73.0
E-MasterSensei,http://youtube.com/channel/UC3osN7-7XJq3NEoKZIUUx0w,E-MasterSensei,MoviesVideo games,Mexico,11500000,989600,65700.0,3400.0
Jamuna TV,http://youtube.com/channel/UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,News & Politics,Bangladesh,11500000,33900,925.0,61.0
123 GO!,http://youtube.com/channel/UCBXNpF6k2n8dsI6nBH8q4sQ,123 GO!,DIY & Life Hacks,United States,11500000,1000000,8200.0,218.0
hoiitsroi,http://youtube.com/channel/UCNdqe5zJ6k-i7XKoYWA4Z2g,Wassabi,MoviesHumor,United States,11500000,73600,3800.0,373.0
FirstWeFeast,http://youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,Food & Drinks,United States,11500000,264500,6700.0,477.0
MTV2,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ,Wild 'N Out,Music & DanceHumor,United States,11500000,256700,6700.0,205.0
FelipeViktor,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw,LipaoGamer,MoviesAnimation,Brazil,11500000,137400,8900.0,146.0
Tiana,http://youtube.com/channel/UC6sSkkemzPjmrzS0Y0V_2zw,Tiana,Video gamesHumor,United Kingdom,11500000,207100,5300.0,476.0
Hero Movies 2022,http://youtube.com/channel/UCGzmSVjq_yQRgcgpA9SBTjw,Hero Movies 2022,Daily vlogs,India,11500000,30600,294.0,7.0
Луномосик,http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw,Луномосик,Video games,Russia,11500000,2100000,68800.0,2900.0
ExpCaseros,http://youtube.com/channel/UCoTyVfIkM-hjz4JauDoVvog,ExpCaseros,DIY & Life HacksFood & Drinks,Spain,11500000,62100,2200.0,153.0
CrazyRussianHacker,http://youtube.com/channel/UCe_vXdMrHHseZ_esYUskSBw,CrazyRussianHacker,AnimationToys,United States,11500000,62900,2200.0,84.0
Akon,http://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA,Akon,Music & Dance,Brazil,11500000,85300,6800.0,524.0
VyQwaint,http://youtube.com/channel/UCmRY4NSGK52lP_Lz11CjdYw,Vy Qwaint,Video gamesHumor,United States,11500000,2000000,38200.0,4600.0
YoungBoy Never Broke Again,http://youtube.com/channel/UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again,Music & Dance,United States,11400000,5600000,273300.0,20400.0
blackeyedpeasvideo,http://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g,Black Eyed Peas,Music & Dance,United States,11300000,174900,8300.0,163.0
realannoyingorange,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA,Annoying Orange,MoviesAnimation,United States,11300000,259600,8800.0,527.0
Star Casablanca | نجوم الدار البيضاء,http://youtube.com/channel/UCuvAFpR5uxoXF8G4OgKY0lQ,Star Casablanca | نجوم الدار البيضاء,Music & Dance,Iraq,11300000,30700,1600.0,155.0
CaptainSparklez,http://youtube.com/channel/UCshoKvlZGZ20rVgazZp5vnQ,CaptainSparklez,Video games,United States,11300000,167100,17200.0,708.0
Bispo Bruno Leonardo,http://youtube.com/channel/UCVNouUw3d3l5JYVCxhAQXKA,Bispo Bruno Leonardo,Music & Dance,Brazil,11300000,655900,238000.0,177800.0
UnspeakableGaming,http://youtube.com/channel/UCKYb5XBe-5OSEgLijLSoDtw,UnspeakableGaming,Video games,United States,11300000,581100,11300.0,874.0
epicfortnite,http://youtube.com/channel/UClG8odDC8TS6Zpqk9CGVQiQ,Fortnite,MoviesVideo games,United States,11300000,152800,6200.0,461.0
yogawithadriene,http://youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,Fitness,United States,11300000,302400,7900.0,395.0
Free Fire India Official,http://youtube.com/channel/UC4AB0_ectRryjCF_ugD0U8w,Free Fire India Official,Animation,India,11300000,81800,7800.0,323.0
TV9 Bharatvarsh,http://youtube.com/channel/UCOutOIcn_oho8pyVN3Ng-Pg,TV9 Bharatvarsh,News & Politics,India,11300000,8000,137.0,8.0
Republic Bharat,http://youtube.com/channel/UC7wXt18f2iA3EDXeqAVuKng,Republic Bharat,News & Politics,India,11300000,14200,,21.0
Magic Five,http://youtube.com/channel/UCEGfICV92gmM5w2t3gYfQDw,Magic Five,Travel,Russia,11300000,2000000,135500.0,7500.0
luzugames,http://youtube.com/channel/UCHkh8YFg0l4tkY6_zvzdd5w,luzugames,AnimationVideo games,Mexico,11300000,327400,44900.0,1200.0
TheViralFeverVideos,http://youtube.com/channel/UCNJcSUSzUeFm8W9P7UUlSeQ,The Viral Fever,MoviesHumor,India,11300000,1200000,56600.0,1300.0
hawkrecord,http://youtube.com/channel/UCOo61v1PPAjoN2exxYAzdAw,Single Track Studio,Music & Dance,India,11300000,1300000,44100.0,1800.0
elcarteldesantatv,http://youtube.com/channel/UCunw-c0EKIX5LpPo8GpA2Aw,elcarteldesantatv,Music & Dance,Mexico,11300000,103900,7100.0,342.0
BakLol Video,http://youtube.com/channel/UCQfE97UMDGgKCFb7iGM8Btg,BakLol Video,MoviesHumor,India,11100000,1000000,18200.0,1300.0
AlArabiya,http://youtube.com/channel/UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,News & Politics,Algeria,11100000,2900,52.0,13.0
watchcut,http://youtube.com/channel/UCbaGn5VkOVlcRgIWAHcrJKA,Cut,Humor,United States,11100000,404700,14600.0,569.0
RapGeniusVideo,http://youtube.com/channel/UCyFZMEnm1il5Wv3a6tPscbA,Genius,Music & DanceMovies,United States,11100000,27100,1100.0,140.0
oyabakatousan,http://youtube.com/channel/UCCKJzBnveLS7oLpS8Q4m2eg,"Sen, Momo, Ai & Shii's Channel",Daily vlogs,Japan,11100000,35200,147.0,
Mo Vlogs,http://youtube.com/channel/UC_hoQDD6zKcIqpIYLsFbBeA,Mo Vlogs,HumorAutos & Vehicles,India,11100000,342200,16600.0,1000.0
comedycentral,http://youtube.com/channel/UCUsN5ZwHx2kILm84-jPDeXw,Comedy Central,MoviesHumor,United States,11100000,31200,799.0,45.0
FilmTheorists,http://youtube.com/channel/UC3sznuotAs2ohg_U__Jzj_Q,The Film Theorists,Movies,United States,11100000,2300000,124100.0,6500.0
Virgínia Fonseca,http://youtube.com/channel/UCsaB2VrLZrtGbum6Eo0ClbA,Virgínia Fonseca,MoviesHumor,Brazil,11100000,554600,49300.0,895.0
ExplosmEntertainment,http://youtube.com/channel/UCWXCrItCF6ZgXrdozUS-Idw,ExplosmEntertainment,MoviesAnimation,United States,11100000,288700,16500.0,295.0
Pari's Lifestyle,http://youtube.com/channel/UCt_KDu-DtBqvIw7X-V7mlmQ,Pari's Lifestyle,Daily vlogs,India,11100000,1000000,12500.0,603.0
prantoniojunior,http://youtube.com/channel/UCKEM87jzVqdIfAdTr0xNBfA,Pastor Antônio Júnior,Music & Dance,Brazil,11100000,308900,73100.0,7200.0
jpgameplayfull,http://youtube.com/channel/UCYSrT9w_V_5wpEahYXTeXUw,JP Plays,Video games,Brazil,10900000,225200,11700.0,170.0
DemolitionRanch,http://youtube.com/channel/UCBvc7pmUp9wiZIFOXEp1sCg,DemolitionRanch,Video games,United States,10900000,1200000,61200.0,5200.0
Acenix,http://youtube.com/channel/UCH3h4jRKn3lJo0uORqqESPg,Acenix,Video games,Mexico,10900000,2000000,67800.0,2300.0
TygaTygaTV,http://youtube.com/channel/UC-Eh1lR_tWVtv9AvxLybMtQ,Tyga,Music & Dance,United States,10900000,0,,
XHuevaX,http://youtube.com/channel/UCe7VVljK2G15Bdxfr-xQoMw,Hueva,Video games,Mexico,10900000,529300,14900.0,594.0
mirandasings08,http://youtube.com/channel/UC1OFDlfdRb6ma1ZGZd07gWA,Miranda Sings,MoviesHumor,United States,10900000,152600,12000.0,1200.0
cbstvdinsideedition,http://youtube.com/channel/UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,News & Politics,United States,10900000,222200,6000.0,718.0
Mrwhosetheboss,http://youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,Science & Technology,United States,10900000,3000000,152000.0,8500.0
Oum Walid,http://youtube.com/channel/UCVXD2kNki3rfLMhF8uNIcBQ,Oum Walid,Education,Algeria,10900000,492900,24500.0,1100.0
pinkfongko,http://youtube.com/channel/UCqXwKu6dKobXEQFhdKtiJLQ,핑크퐁 (인기 동요・동화),Education,South Korea,10900000,27800,122.0,
Doja Cat,http://youtube.com/channel/UCzpl23pGTHVYqvKsgY0A-_w,Doja Cat,Music & Dance,United States,10900000,615000,36900.0,1200.0
HikakinTV,http://youtube.com/channel/UCZf__ehlCEBPop-_sldpBUQ,HikakinTV,Music & DanceHumor,Japan,10900000,2600000,46300.0,1900.0
doctruyencotich,http://youtube.com/channel/UC6eq3sR4CtbvGdmInchzWUA,Kênh Thiếu Nhi - BHMEDIA,Music & DanceAnimation,United States,10900000,13400,49.0,
Área Secreta,http://youtube.com/channel/UCcFgREmujdPHvA7I_VOmgIA,Área Secreta,Movies,Brazil,10900000,136500,23500.0,1300.0
Dobre Brothers,http://youtube.com/channel/UCC3OGYxHwV8pB5yLobw9KdA,Dobre Brothers,MoviesHumor,United States,10900000,457900,18500.0,409.0
GamesEduUu,http://youtube.com/channel/UCYzp8-P162Em-3uZnCuGJOg,Games EduUu,MoviesToys,Brazil,10900000,1500000,206900.0,5800.0
Flamingo,http://youtube.com/channel/UCm-X6o81nRsXQTmqpyArkBQ,Flamingo,AnimationVideo games,United States,10900000,2000000,68700.0,7500.0
penguinz0,http://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg,penguinz0,AnimationVideo games,United States,10800000,1200000,58600.0,3100.0
N1Noobtubers,http://youtube.com/channel/UC0avk6i7f9ZYFfORXMgZxlA,웃웃TwinsFromRussia,Daily vlogs,United States,10800000,94200,4900.0,21.0
brancoala,http://youtube.com/channel/UC0otZdGYsA9KqVKAcn2peQA,Brancoala,MoviesAnimation,Brazil,10800000,626700,13500.0,353.0
Experienced Mojaraba TV,http://youtube.com/channel/UCCvguzToWt3PYumFPRusUKg,Experienced Mojaraba TV,Health & Self HelpFood & Drinks,United States,10700000,0,,
sagahits,http://youtube.com/channel/UCuFwzKrS0wE43CSkyaHBGiQ,SagaHits,Music & Dance,India,10700000,283700,6700.0,102.0
NEXT9NEWS हर खबर आप तक,http://youtube.com/channel/UCRNmk0RhyeoHOgcB5xxgqBw,NEXT9NEWS हर खबर आप तक,News & Politics,India,10700000,2700,20.0,1.0
Jessica Jane,http://youtube.com/channel/UCFuM3BWlLM3YbLjkXBiJ8-A,Jessica Jane,Food & Drinks,Indonesia,10700000,1500000,65900.0,1800.0
Golemcito Games,http://youtube.com/channel/UC6Ij1c74Gm-TicYZsKL1FAw,Golemcito Games,MoviesAnimation,Peru,10700000,1800000,182800.0,4200.0
OfficiallyAnneMarie,http://youtube.com/channel/UCBL7ZxVX4GvW4CFiES_-0YA,Anne-Marie,Music & Dance,India,10700000,556600,26900.0,784.0
Slogomanify,http://youtube.com/channel/UCHdMK5Ef2El8KbD3L_WgANg,Slogo,Video games,United States,10700000,273800,12400.0,468.0
Vox,http://youtube.com/channel/UCLXo7UDZvByw2ixzpQCufnA,Vox,News & Politics,United States,10700000,1300000,32700.0,656.0
WarnerBrosPictures,http://youtube.com/channel/UCjmJDM5pRKbUlVIzDYYWb6g,Warner Bros. Pictures,MoviesAnimation,United States,10700000,20400,831.0,107.0
AdamThomasMoran,http://youtube.com/channel/UC-27_Szq7BtHDoC0R2U0zxA,AdamThomasMoran,Video gamesHumor,Russia,10700000,627600,50600.0,2000.0
GoProCamera,http://youtube.com/channel/UCqhnX4jA0A5paNd1v-zEysw,GoPro,Sports,United States,10700000,36300,1400.0,43.0
Lofi Girl,http://youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow,Lofi Girl,Music & Dance,United States,10700000,84800,4500.0,161.0
Nao FunFun,http://youtube.com/channel/UCS3VJQpFmLbBd5qsWci9KPA,Nao FunFun,Daily vlogs,United States,10700000,5600,47.0,3.0
Ceylin - H Official,http://youtube.com/channel/UC_klp3SfMIWQHK0Q0HWKJuA,Ceylin - H Official,Music & Dance,Turkey,10700000,20200,,
stampylonghead,http://youtube.com/channel/UCj5i58mCkAREDqFWlhaQbOw,stampylonghead,Video games,United States,10700000,114100,5800.0,1100.0
Ben Azelart,http://youtube.com/channel/UCwVg9btOceLQuNCdoQk9CXg,Ben Azelart,Video gamesHumor,United States,10600000,9000000,236900.0,14400.0
aljazeerachannel,http://youtube.com/channel/UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Channel قناة الجزيرة,News & Politics,Morocco,10500000,8100,142.0,41.0
MeKcanal,http://youtube.com/channel/UC4WvVh0AwJ6K9w1JLepce7A,Matheus e Kauan,Music & Dance,Brazil,10500000,388200,10400.0,204.0
tomiii 11,http://youtube.com/channel/UCzFJ9ZkjYpxWTSqX9cVXj4g,tomiii 11,Daily vlogs,Mexico,10500000,147000,19200.0,3100.0
TikTak Draw,http://youtube.com/channel/UCXW9I3tejb37PGHyHcQc6hA,TikTak Draw,Animation,Mexico,10500000,122600,6100.0,280.0
francinyehlke,http://youtube.com/channel/UCoTM-vvs2hnv2mCvzNJ5uXA,Franciny Ehlke,FashionDesign/art,Brazil,10500000,202400,22400.0,1300.0
BE AMAZED,http://youtube.com/channel/UCkQO3QsgTpNTsOw6ujimT5Q,BE AMAZED,Education,United States,10500000,343300,11100.0,852.0
PinaRecordsVideos,http://youtube.com/channel/UCmKSr4RkQLqPPxSh2Y2xEdQ,Pina Records,Music & Dance,Colombia,10500000,463100,19400.0,913.0
redbull,http://youtube.com/channel/UCblfuW_4rakIf2h6aqANefA,Red Bull,Sports,United States,10500000,84400,2700.0,60.0
BuzzFeedYellow,http://youtube.com/channel/UCay_OLhWtf9iklq8zg_or0g,As/Is,Daily vlogs,United States,10500000,13900,582.0,25.0
ChillStepNation,http://youtube.com/channel/UCM9KEEuzacwVlkt9JfJad7g,Chill Nation,Music & Dance,United States,10500000,34700,933.0,46.0
Milena Stepanienco - MILENINHA,http://youtube.com/channel/UCMQGjL7ft6aNLKPp5xN-P3A,Milena Stepanienco - MILENINHA,MoviesAnimation,Brazil,10500000,709700,5000.0,
sbtthenoite,http://youtube.com/channel/UCEWOoncsrmirqnFqxer9lmA,The Noite com Danilo Gentili,MoviesHumor,Brazil,10500000,14100,763.0,29.0
destinws2,http://youtube.com/channel/UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,Science & Technology,United States,10500000,808400,43400.0,2700.0
SaraBeautyCorner,http://youtube.com/channel/UC0YvTCy1I4_a-3pn47_5DBA,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",DIY & Life Hacks,United States,10500000,72000,4200.0,104.0
LA DIVAZA,http://youtube.com/channel/UCY_37NEvihrX3Te637OTxOg,LA DIVAZA,Music & DanceHumor,Mexico,10500000,995700,83200.0,2400.0
CJENMMUSIC,http://youtube.com/channel/UC_pwIXKXNm5KGhdEVzmY60A,Stone Music Entertainment,Music & DanceMovies,United States,10500000,5800,460.0,20.0
Caso Cerrado,http://youtube.com/channel/UCGbofRROopWrumVob5w61OA,Caso Cerrado,Animation,Mexico,10500000,359800,4200.0,153.0
Primitive Technology,http://youtube.com/channel/UCAL3JXZSzSm8AlZyD3nQdBA,Primitive Technology,DIY & Life Hacks,United States,10500000,2300000,146300.0,8300.0
Cris Devil Gamer,http://youtube.com/channel/UCd0neB_LB1xpwIYDetX2qTg,Cris Devil Gamer,MoviesAnimation,United States,10500000,499600,15100.0,385.0
ctctv,http://youtube.com/channel/UCdmauIL-k-djcct-yMrf82A,СТС,Video gamesHumor,Russia,10500000,78400,640.0,30.0
